Order ID,Order Date,Product Name,Category,Region,Customer ID,Quantity,Unit Price,Status,Sales Representative
ORD-10246-2025-TX,2024-05-27,Monitor,Electronics,East,CUST-3411,2,$401.00,Shipped,Charlie
ORD-10247-2025-AZ,2024-01-20,Printer,Electronics,Central,CUST-1450,3,$799.00,Shipped,David
ORD-10248-2025-TX,2024-01-23,External HDD,Peripherals,North,CUST-1895,5,$142.00,Shipped,Bob
ORD-10249-2025-CA,2025-06-16,Laptop,Electronics,South,CUST-6064,4,$801.00,Shipped,Eve
ORD-10250-2025-AZ,2024-09-17,Monitor,Electronics,Central,CUST-8461,5,$520.00,Shipped,Eve
ORD-10251-2025-CA,2025-02-26,SSD Drive,Gaming,Central,CUST-7086,1,$98.00,Pending,Eve
ORD-10252-2025-CA,2024-11-17,Printer,Electronics,North,CUST-1507,2,"$1,050.00",Shipped,Eve
ORD-10253-2025-AZ,2025-01-14,SSD Drive,Gaming,North,CUST-1994,5,$64.00,Shipped,David
ORD-10254-2025-CA,2024-01-21,Gaming Headset,Gaming,Central,CUST-2781,2,$129.00,Pending,Charlie
ORD-10255-2025-TX,2025-05-22,Webcam,Peripherals,East,CUST-6330,2,$101.00,Shipped,David
ORD-10256-2025-AZ,2024-07-05,SSD Drive,Accessories,Central,CUST-6872,3,$177.00,Shipped,David
ORD-10257-2025-TX,2024-06-13,Monitor,Electronics,East,CUST-2757,1,"$1,284.00",Shipped,Frank
ORD-10258-2025-CA,2025-03-03,Printer,Electronics,South,CUST-8014,1,"$1,442.00",Shipped,Bob
ORD-10259-2025-CA,2025-05-24,Gaming Headset,Gaming,West,CUST-7594,5,$120.00,Shipped,Bob
ORD-10260-2025-TX,2024-05-04,Printer,Electronics,North,CUST-9745,4,$731.00,Pending,Bob
ORD-10261-2025-CA,2024-07-10,Printer,Electronics,Central,CUST-7673,1,$830.00,Cancelled,Frank
ORD-10262-2025-CA,2025-02-25,Gaming Headset,Gaming,West,CUST-1587,5,$126.00,Shipped,Frank
ORD-10263-2025-AZ,2025-05-26,Keyboard,Peripherals,East,CUST-5481,4,$114.00,Pending,David
ORD-10264-2025-CA,2024-06-10,Router,Electronics,Central,CUST-2185,5,"$1,154.00",Shipped,Frank
ORD-10265-2025-CA,2025-01-12,Monitor,Electronics,North,CUST-4771,4,$548.00,Shipped,David
ORD-10266-2025-TX,2025-01-14,External HDD,Peripherals,South,CUST-2923,2,$104.00,Shipped,Alice
ORD-10267-2025-CA,2025-05-21,Printer,Electronics,Central,CUST-3113,1,$790.00,Shipped,Bob
ORD-10268-2025-CA,2024-12-08,SSD Drive,Gaming,Central,CUST-3279,3,$64.00,Pending,David
ORD-10269-2025-AZ,2024-11-18,Router,Electronics,Central,CUST-6375,3,"$1,443.00",Shipped,Charlie
ORD-10270-2025-CA,2024-05-22,Gaming Headset,Gaming,South,CUST-2222,3,$123.00,Pending,Charlie
ORD-10271-2025-CA,2024-07-08,Printer,Electronics,South,CUST-6506,5,$727.00,Shipped,David
ORD-10272-2025-CA,2025-05-23,Gaming Headset,Gaming,East,CUST-3908,5,$147.00,Shipped,Eve
ORD-10273-2025-AZ,2024-05-28,Monitor,Electronics,Central,CUST-9984,2,$710.00,Shipped,David
ORD-10274-2025-AZ,2024-10-28,Keyboard,Peripherals,West,CUST-7654,4,$68.00,Shipped,Eve
ORD-10275-2025-CA,2024-06-03,SSD Drive,Networking,West,CUST-1917,5,$29.00,Shipped,David
ORD-10276-2025-TX,2024-03-14,Gaming Headset,Gaming,Central,CUST-5908,5,$212.00,Cancelled,Eve
ORD-10277-2025-TX,2024-03-11,External HDD,Storage,East,CUST-8632,2,$219.00,Shipped,Alice
ORD-10278-2025-CA,2025-03-02,Monitor,Electronics,West,CUST-7205,5,"$1,080.00",Pending,Charlie
ORD-10279-2025-AZ,2024-03-09,Monitor,Electronics,South,CUST-9072,4,$598.00,Shipped,Eve
ORD-10280-2025-AZ,2024-06-10,Laptop,Electronics,North,CUST-5154,5,"$1,415.00",Shipped,Alice
ORD-10281-2025-TX,2024-07-26,Keyboard,Peripherals,West,CUST-5875,5,$42.00,Pending,David
ORD-10282-2025-CA,2024-02-22,External HDD,Peripherals,Central,CUST-9465,5,$202.00,Cancelled,Frank
ORD-10283-2025-TX,2025-06-15,Monitor,Electronics,East,CUST-9349,5,$642.00,Shipped,David
ORD-10284-2025-CA,2025-04-29,Monitor,Electronics,West,CUST-7634,1,"$1,004.00",Cancelled,Charlie
ORD-10285-2025-CA,2025-06-23,Mouse,Peripherals,South,CUST-7347,5,$94.00,Cancelled,Bob
ORD-10286-2025-AZ,2024-12-27,Printer,Electronics,South,CUST-8575,3,$522.00,Cancelled,Frank
ORD-10287-2025-AZ,2024-12-17,Printer,Electronics,South,CUST-1223,1,"$1,069.00",Cancelled,Charlie
ORD-10288-2025-AZ,2024-03-01,Router,Electronics,West,CUST-1665,4,"$1,299.00",Pending,Bob
ORD-10289-2025-TX,2024-07-24,Monitor,Electronics,East,CUST-1224,3,$808.00,Shipped,Alice
ORD-10290-2025-AZ,2024-03-10,Monitor,Electronics,West,CUST-1591,2,$757.00,Shipped,Eve
ORD-10291-2025-AZ,2024-09-10,Router,Electronics,East,CUST-3828,5,$520.00,Pending,Charlie
ORD-10292-2025-CA,2024-02-14,Monitor,Electronics,West,CUST-9705,3,$894.00,Pending,Bob
ORD-10293-2025-CA,2024-03-09,External HDD,Networking,North,CUST-1852,5,$89.00,Shipped,Charlie
ORD-10294-2025-CA,2025-04-28,Monitor,Electronics,Central,CUST-8755,4,"$1,434.00",Shipped,Charlie
ORD-10295-2025-CA,2025-03-05,Printer,Electronics,South,CUST-4997,4,"$1,390.00",Shipped,Frank
ORD-10296-2025-AZ,2024-05-31,External HDD,Electronics,Central,CUST-5537,3,$263.00,Shipped,Charlie
ORD-10297-2025-CA,2024-12-30,Printer,Electronics,North,CUST-9669,3,"$1,383.00",Shipped,David
ORD-10298-2025-TX,2024-10-21,Monitor,Electronics,Central,CUST-5685,1,$780.00,Cancelled,Charlie
ORD-10299-2025-CA,2024-01-02,SSD Drive,Storage,South,CUST-6272,4,$149.00,Shipped,Charlie
ORD-10300-2025-AZ,2024-08-07,Printer,Electronics,West,CUST-1560,4,$923.00,Shipped,David
ORD-10301-2025-AZ,2024-06-09,Mouse,Peripherals,East,CUST-8351,5,$28.00,Pending,David
ORD-10302-2025-CA,2024-05-24,Gaming Headset,Gaming,Central,CUST-6752,5,$188.00,Cancelled,Charlie
ORD-10303-2025-AZ,2024-05-23,Monitor,Electronics,North,CUST-2697,1,$992.00,Shipped,Alice
ORD-10304-2025-CA,2025-05-12,Webcam,Peripherals,North,CUST-2125,5,$94.00,Shipped,Eve
ORD-10305-2025-CA,2024-07-12,Gaming Headset,Gaming,West,CUST-7051,4,$96.00,Shipped,Bob
ORD-10306-2025-CA,2024-02-11,Monitor,Electronics,North,CUST-4155,2,"$1,336.00",Pending,David
ORD-10307-2025-TX,2024-06-24,Mouse,Peripherals,Central,CUST-8231,1,$37.00,Pending,Alice
ORD-10308-2025-CA,2024-06-19,Gaming Headset,Gaming,West,CUST-6602,2,$92.00,Pending,Alice
ORD-10309-2025-CA,2025-02-12,SSD Drive,Gaming,South,CUST-6901,3,$206.00,Shipped,Charlie
ORD-10310-2025-CA,2025-06-27,Monitor,Electronics,East,CUST-9287,3,"$1,449.00",Shipped,Alice
ORD-10311-2025-CA,2025-01-10,Webcam,Peripherals,North,CUST-8827,1,$56.00,Shipped,Eve
ORD-10312-2025-TX,2024-02-24,Webcam,Peripherals,Central,CUST-4476,4,$108.00,Cancelled,David
ORD-10313-2025-CA,2025-01-10,Webcam,Peripherals,West,CUST-3144,3,$128.00,Shipped,Charlie
ORD-10314-2025-TX,2024-06-07,Gaming Headset,Gaming,East,CUST-5149,1,$144.00,Pending,David
ORD-10315-2025-CA,2024-01-18,Keyboard,Peripherals,West,CUST-5968,1,$127.00,Pending,David
ORD-10316-2025-TX,2025-04-18,Monitor,Electronics,East,CUST-9585,5,$514.00,Shipped,Frank
ORD-10317-2025-TX,2025-06-12,Monitor,Electronics,North,CUST-1894,3,$899.00,Shipped,Bob
ORD-10318-2025-AZ,2025-01-09,External HDD,Gaming,East,CUST-4547,3,$185.00,Shipped,Alice
ORD-10319-2025-AZ,2024-12-13,Monitor,Electronics,Central,CUST-5661,3,"$1,066.00",Shipped,David
ORD-10320-2025-TX,2025-04-17,SSD Drive,Electronics,East,CUST-5053,4,$262.00,Cancelled,Frank
ORD-10321-2025-AZ,2024-02-04,Router,Electronics,South,CUST-3579,2,$880.00,Shipped,Eve
ORD-10322-2025-TX,2025-04-16,Monitor,Electronics,West,CUST-2280,4,$669.00,Pending,Frank
ORD-10323-2025-CA,2024-05-13,Gaming Headset,Gaming,North,CUST-3168,2,$107.00,Cancelled,Charlie
ORD-10324-2025-AZ,2024-12-04,Router,Electronics,Central,CUST-5709,5,$981.00,Shipped,David
ORD-10325-2025-TX,2025-02-05,Mouse,Peripherals,South,CUST-5244,4,$136.00,Shipped,Charlie
ORD-10326-2025-AZ,2025-06-24,Monitor,Electronics,South,CUST-2450,3,"$1,340.00",Shipped,Bob
ORD-10327-2025-TX,2024-01-20,SSD Drive,Electronics,Central,CUST-3509,4,$26.00,Shipped,Alice
ORD-10328-2025-AZ,2024-08-15,Mouse,Peripherals,South,CUST-4799,2,$130.00,Cancelled,Eve
ORD-10329-2025-CA,2025-05-18,Keyboard,Peripherals,South,CUST-6224,3,$139.00,Shipped,Frank
ORD-10330-2025-CA,2024-11-10,Keyboard,Peripherals,North,CUST-7712,1,$35.00,Shipped,David
ORD-10331-2025-TX,2025-02-15,Printer,Electronics,Central,CUST-7143,3,"$1,380.00",Cancelled,Alice
ORD-10332-2025-AZ,2025-03-14,Laptop,Electronics,South,CUST-9907,2,$798.00,Pending,Frank
ORD-10333-2025-TX,2025-06-18,Mouse,Peripherals,Central,CUST-3698,4,$111.00,Cancelled,Charlie
ORD-10334-2025-AZ,2024-03-07,Gaming Headset,Gaming,Central,CUST-8546,4,$233.00,Shipped,David
ORD-10335-2025-TX,2025-05-29,Laptop,Electronics,North,CUST-1764,1,$920.00,Shipped,Charlie
ORD-10336-2025-CA,2024-08-24,Laptop,Electronics,East,CUST-8066,3,"$1,151.00",Shipped,Bob
ORD-10337-2025-TX,2024-09-21,Webcam,Peripherals,East,CUST-9726,1,$144.00,Shipped,Alice
ORD-10338-2025-CA,2024-03-13,Gaming Headset,Gaming,Central,CUST-2942,3,$157.00,Shipped,Alice
ORD-10339-2025-AZ,2025-05-28,Monitor,Electronics,Central,CUST-8015,2,$541.00,Shipped,Frank
ORD-10340-2025-TX,2025-01-23,Printer,Electronics,South,CUST-8221,4,"$1,449.00",Pending,David
ORD-10341-2025-CA,2024-06-02,SSD Drive,Peripherals,East,CUST-5920,1,$220.00,Cancelled,David
ORD-10342-2025-TX,2024-07-22,Mouse,Peripherals,South,CUST-8139,3,$50.00,Shipped,Eve
ORD-10343-2025-AZ,2024-04-27,Router,Electronics,West,CUST-8423,1,$415.00,Cancelled,David
ORD-10344-2025-TX,2024-12-02,Monitor,Electronics,North,CUST-9997,1,"$1,314.00",Shipped,Alice
ORD-10345-2025-CA,2024-01-10,Laptop,Electronics,West,CUST-2965,4,$458.00,Shipped,Frank
ORD-10346-2025-CA,2024-06-16,Monitor,Electronics,Central,CUST-3645,3,$987.00,Cancelled,Charlie
ORD-10347-2025-CA,2025-05-22,Monitor,Electronics,Central,CUST-9792,5,$743.00,Shipped,Eve
ORD-10348-2025-AZ,2025-04-12,External HDD,Peripherals,South,CUST-3807,3,$105.00,Pending,David
ORD-10349-2025-TX,2024-04-19,Monitor,Electronics,Central,CUST-7992,1,"$1,203.00",Pending,Frank
ORD-10350-2025-AZ,2025-01-05,Printer,Electronics,West,CUST-6597,2,"$1,339.00",Shipped,Charlie
ORD-10351-2025-TX,2025-05-07,External HDD,Networking,East,CUST-5274,3,$144.00,Shipped,Alice
ORD-10352-2025-AZ,2025-02-19,External HDD,Gaming,North,CUST-6860,2,$63.00,Cancelled,Alice
ORD-10353-2025-AZ,2024-10-07,Mouse,Peripherals,North,CUST-9555,2,$139.00,Shipped,Frank
ORD-10354-2025-CA,2024-07-13,Mouse,Peripherals,North,CUST-5230,3,$100.00,Cancelled,Charlie
ORD-10355-2025-TX,2024-09-29,Gaming Headset,Gaming,East,CUST-4260,2,$110.00,Shipped,David
ORD-10356-2025-CA,2024-11-15,Router,Electronics,East,CUST-6292,3,"$1,251.00",Shipped,Alice
ORD-10357-2025-TX,2024-04-08,External HDD,Storage,West,CUST-2110,4,$248.00,Cancelled,Eve
ORD-10358-2025-AZ,2024-01-16,Mouse,Peripherals,West,CUST-4873,1,$35.00,Shipped,Bob
ORD-10359-2025-CA,2024-11-04,SSD Drive,Accessories,Central,CUST-9541,5,$281.00,Shipped,Eve
ORD-10360-2025-AZ,2025-01-30,Gaming Headset,Gaming,East,CUST-2313,2,$120.00,Shipped,Charlie
ORD-10361-2025-TX,2024-04-27,Monitor,Electronics,South,CUST-5714,1,"$1,317.00",Shipped,Alice
ORD-10362-2025-CA,2025-04-28,Mouse,Peripherals,East,CUST-9632,5,$133.00,Cancelled,Bob
ORD-10363-2025-AZ,2025-05-03,Laptop,Electronics,East,CUST-5526,5,$408.00,Shipped,Eve
ORD-10364-2025-AZ,2024-12-27,Mouse,Peripherals,Central,CUST-1655,5,$66.00,Pending,David
ORD-10365-2025-AZ,2024-11-08,Router,Electronics,North,CUST-6231,2,$849.00,Cancelled,Charlie
ORD-10366-2025-CA,2024-07-05,Webcam,Peripherals,West,CUST-7622,2,$146.00,Shipped,Frank
ORD-10367-2025-AZ,2025-01-26,External HDD,Gaming,West,CUST-6244,3,$24.00,Cancelled,Frank
ORD-10368-2025-CA,2025-05-16,Printer,Electronics,West,CUST-5273,3,"$1,122.00",Cancelled,David
ORD-10369-2025-TX,2025-03-15,Laptop,Electronics,Central,CUST-5487,2,"$1,327.00",Shipped,David
ORD-10370-2025-AZ,2025-01-18,External HDD,Electronics,Central,CUST-3322,1,$100.00,Cancelled,Bob
ORD-10371-2025-CA,2024-12-15,SSD Drive,Storage,West,CUST-8417,1,$65.00,Shipped,Alice
ORD-10372-2025-AZ,2025-03-28,Mouse,Peripherals,East,CUST-6513,1,$27.00,Shipped,Charlie
ORD-10373-2025-TX,2024-09-26,Keyboard,Peripherals,Central,CUST-5978,3,$94.00,Cancelled,Eve
ORD-10374-2025-AZ,2024-07-09,Monitor,Electronics,South,CUST-9627,4,"$1,399.00",Pending,Bob
ORD-10375-2025-CA,2025-03-31,Router,Electronics,South,CUST-5940,3,$925.00,Shipped,David
ORD-10376-2025-TX,2025-01-23,Gaming Headset,Gaming,West,CUST-8658,4,$137.00,Shipped,David
ORD-10377-2025-CA,2025-04-19,Mouse,Peripherals,North,CUST-6219,3,$79.00,Shipped,David
ORD-10378-2025-AZ,2024-09-19,Printer,Electronics,West,CUST-3848,3,$856.00,Shipped,Alice
ORD-10379-2025-AZ,2024-09-08,Laptop,Electronics,Central,CUST-3941,2,$842.00,Shipped,Frank
ORD-10380-2025-CA,2024-07-09,Mouse,Peripherals,East,CUST-7025,1,$83.00,Shipped,Eve
ORD-10381-2025-TX,2024-07-27,Webcam,Peripherals,Central,CUST-4987,3,$24.00,Shipped,Charlie
ORD-10382-2025-AZ,2025-01-01,Laptop,Electronics,North,CUST-1153,3,$461.00,Shipped,Eve
ORD-10383-2025-AZ,2025-05-25,Router,Electronics,South,CUST-5226,5,$945.00,Cancelled,Eve
ORD-10384-2025-CA,2025-01-14,Router,Electronics,East,CUST-7181,3,$618.00,Shipped,Alice
ORD-10385-2025-AZ,2024-03-29,Laptop,Electronics,North,CUST-7239,2,$615.00,Cancelled,Bob
ORD-10386-2025-TX,2024-08-31,Printer,Electronics,Central,CUST-6049,3,$860.00,Shipped,Alice
ORD-10387-2025-AZ,2024-09-10,Monitor,Electronics,East,CUST-5743,1,$693.00,Shipped,Frank
ORD-10388-2025-TX,2025-03-06,Monitor,Electronics,East,CUST-9377,3,$407.00,Shipped,Charlie
ORD-10389-2025-AZ,2024-08-15,SSD Drive,Storage,West,CUST-1498,1,$28.00,Shipped,Charlie
ORD-10390-2025-TX,2025-02-26,Mouse,Peripherals,East,CUST-2885,3,$59.00,Cancelled,Bob
ORD-10391-2025-TX,2024-02-11,Laptop,Electronics,West,CUST-7101,5,$518.00,Shipped,Frank
ORD-10392-2025-AZ,2024-11-07,Gaming Headset,Gaming,East,CUST-5939,5,$102.00,Pending,Alice
ORD-10393-2025-CA,2024-05-10,Gaming Headset,Gaming,Central,CUST-7342,3,$201.00,Shipped,Charlie
ORD-10394-2025-AZ,2025-02-04,Webcam,Peripherals,South,CUST-4077,1,$145.00,Shipped,Charlie
ORD-10395-2025-AZ,2025-05-22,Webcam,Peripherals,East,CUST-7907,5,$82.00,Pending,Alice
ORD-10396-2025-TX,2025-04-07,Laptop,Electronics,Central,CUST-4787,5,"$1,495.00",Pending,David
ORD-10397-2025-TX,2024-12-16,Printer,Electronics,South,CUST-5787,1,"$1,175.00",Shipped,David
ORD-10398-2025-AZ,2025-02-21,Laptop,Electronics,South,CUST-6353,5,$941.00,Shipped,David
ORD-10399-2025-TX,2025-02-04,SSD Drive,Networking,East,CUST-7282,3,$24.00,Cancelled,Charlie
ORD-10400-2025-AZ,2024-02-19,Monitor,Electronics,West,CUST-6210,1,"$1,187.00",Cancelled,Eve
ORD-10401-2025-TX,2024-05-15,External HDD,Networking,South,CUST-1923,3,$75.00,Pending,Frank
ORD-10402-2025-AZ,2025-06-28,Router,Electronics,West,CUST-3698,5,$456.00,Shipped,Alice
ORD-10403-2025-TX,2025-02-19,External HDD,Electronics,North,CUST-3055,3,$221.00,Cancelled,Charlie
ORD-10404-2025-AZ,2024-05-25,Webcam,Peripherals,West,CUST-4580,5,$85.00,Shipped,Alice
ORD-10405-2025-CA,2024-08-23,SSD Drive,Peripherals,South,CUST-1361,4,$277.00,Shipped,Frank
ORD-10406-2025-AZ,2024-02-12,Webcam,Peripherals,West,CUST-7559,4,$40.00,Cancelled,Frank
ORD-10407-2025-TX,2024-08-25,Router,Electronics,Central,CUST-8205,1,"$1,360.00",Shipped,David
ORD-10408-2025-TX,2024-01-07,Laptop,Electronics,East,CUST-5425,4,$962.00,Shipped,David
ORD-10409-2025-TX,2024-02-24,Laptop,Electronics,North,CUST-2692,5,$784.00,Cancelled,Frank
ORD-10410-2025-AZ,2024-02-17,SSD Drive,Electronics,North,CUST-9884,2,$37.00,Cancelled,Alice
ORD-10411-2025-CA,2024-08-17,Mouse,Peripherals,Central,CUST-9462,2,$146.00,Shipped,Alice
ORD-10412-2025-AZ,2024-08-10,SSD Drive,Storage,South,CUST-1064,5,$169.00,Shipped,David
ORD-10413-2025-AZ,2024-05-16,Webcam,Peripherals,North,CUST-2888,1,$51.00,Pending,Charlie
ORD-10414-2025-TX,2024-10-20,External HDD,Storage,East,CUST-5998,4,$258.00,Shipped,Bob
ORD-10415-2025-CA,2025-01-29,Printer,Electronics,South,CUST-6324,3,$877.00,Shipped,David
ORD-10416-2025-AZ,2024-12-25,Monitor,Electronics,East,CUST-8356,1,"$1,344.00",Pending,Eve
ORD-10417-2025-TX,2024-11-26,Keyboard,Peripherals,North,CUST-2416,2,$60.00,Pending,Frank
ORD-10418-2025-TX,2025-02-23,Monitor,Electronics,North,CUST-6370,1,$900.00,Shipped,Charlie
ORD-10419-2025-TX,2025-03-03,Mouse,Peripherals,Central,CUST-6674,4,$50.00,Shipped,Charlie
ORD-10420-2025-TX,2024-05-12,Keyboard,Peripherals,North,CUST-4505,4,$101.00,Shipped,Alice
ORD-10421-2025-AZ,2024-08-30,Webcam,Peripherals,West,CUST-8631,2,$94.00,Shipped,David
ORD-10422-2025-CA,2024-06-07,SSD Drive,Networking,South,CUST-8266,3,$170.00,Shipped,David
ORD-10423-2025-TX,2024-02-16,Gaming Headset,Gaming,South,CUST-3290,1,$167.00,Shipped,Alice
ORD-10424-2025-CA,2025-04-03,Router,Electronics,East,CUST-3167,2,$801.00,Shipped,Bob
ORD-10425-2025-AZ,2025-02-18,Webcam,Peripherals,Central,CUST-8274,5,$90.00,Pending,Frank
ORD-10426-2025-CA,2024-06-08,SSD Drive,Networking,South,CUST-2507,1,$215.00,Shipped,Alice
ORD-10427-2025-AZ,2025-04-26,Mouse,Peripherals,East,CUST-4740,4,$32.00,Shipped,Frank
ORD-10428-2025-TX,2025-06-12,Router,Electronics,West,CUST-1226,5,$606.00,Cancelled,Eve
ORD-10429-2025-TX,2024-09-03,Laptop,Electronics,South,CUST-2805,3,$891.00,Cancelled,Eve
ORD-10430-2025-CA,2024-11-04,Gaming Headset,Gaming,South,CUST-4502,5,$107.00,Pending,Frank
ORD-10431-2025-CA,2024-09-06,Printer,Electronics,East,CUST-5878,5,$959.00,Shipped,Alice
ORD-10432-2025-AZ,2024-05-15,Mouse,Peripherals,North,CUST-1700,1,$70.00,Shipped,Eve
ORD-10433-2025-AZ,2024-02-13,External HDD,Storage,North,CUST-8140,3,$101.00,Shipped,David
ORD-10434-2025-CA,2024-02-05,Gaming Headset,Gaming,West,CUST-4211,4,$193.00,Pending,Bob
ORD-10435-2025-CA,2024-04-09,Keyboard,Peripherals,East,CUST-9680,5,$122.00,Pending,Charlie
ORD-10436-2025-AZ,2024-02-28,Keyboard,Peripherals,Central,CUST-4729,4,$102.00,Cancelled,Alice
ORD-10437-2025-AZ,2025-04-04,Laptop,Electronics,East,CUST-6111,2,"$1,477.00",Pending,Alice
ORD-10438-2025-TX,2024-05-18,Laptop,Electronics,East,CUST-6055,2,$482.00,Pending,Frank
ORD-10439-2025-AZ,2024-07-31,SSD Drive,Electronics,South,CUST-7967,2,$287.00,Shipped,Eve
ORD-10440-2025-CA,2024-08-22,Printer,Electronics,West,CUST-1554,2,"$1,017.00",Shipped,Bob
ORD-10441-2025-TX,2025-04-15,External HDD,Gaming,Central,CUST-3913,3,$63.00,Shipped,Eve
ORD-10442-2025-TX,2024-02-08,Printer,Electronics,North,CUST-1382,2,"$1,356.00",Shipped,Charlie
ORD-10443-2025-CA,2025-01-19,Printer,Electronics,South,CUST-7069,5,"$1,325.00",Shipped,David
ORD-10444-2025-AZ,2024-09-11,Keyboard,Peripherals,West,CUST-7136,5,$60.00,Shipped,Charlie
ORD-10445-2025-CA,2024-12-04,External HDD,Networking,West,CUST-8639,2,$136.00,Shipped,David
ORD-10446-2025-TX,2025-06-22,Laptop,Electronics,East,CUST-5126,5,$410.00,Cancelled,Charlie
ORD-10447-2025-AZ,2025-05-09,Monitor,Electronics,East,CUST-6323,2,"$1,061.00",Shipped,Eve
ORD-10448-2025-CA,2025-05-08,Monitor,Electronics,East,CUST-2205,4,$934.00,Shipped,Bob
ORD-10449-2025-AZ,2024-02-14,Webcam,Peripherals,East,CUST-5608,4,$101.00,Shipped,David
ORD-10450-2025-CA,2025-02-28,Router,Electronics,North,CUST-9265,5,$901.00,Shipped,Eve
ORD-10451-2025-AZ,2024-10-16,Laptop,Electronics,West,CUST-7294,3,"$1,216.00",Cancelled,Alice
ORD-10452-2025-CA,2024-01-15,Monitor,Electronics,Central,CUST-5170,3,"$1,004.00",Cancelled,Eve
ORD-10453-2025-TX,2025-01-03,Webcam,Peripherals,East,CUST-3966,2,$128.00,Shipped,Frank
ORD-10454-2025-AZ,2024-12-07,Keyboard,Peripherals,East,CUST-3437,1,$125.00,Shipped,Bob
ORD-10455-2025-TX,2025-03-06,Gaming Headset,Gaming,Central,CUST-9842,1,$237.00,Shipped,Charlie
ORD-10456-2025-TX,2024-06-21,Laptop,Electronics,West,CUST-5882,3,$639.00,Shipped,Charlie
ORD-10457-2025-CA,2024-12-17,Mouse,Peripherals,West,CUST-5722,1,$45.00,Shipped,Bob
ORD-10458-2025-AZ,2025-01-14,Keyboard,Peripherals,Central,CUST-8241,1,$76.00,Shipped,David
ORD-10459-2025-CA,2024-08-06,Mouse,Peripherals,South,CUST-2335,3,$134.00,Shipped,David
ORD-10460-2025-TX,2025-02-16,Gaming Headset,Gaming,West,CUST-8568,4,$179.00,Pending,Charlie
ORD-10461-2025-AZ,2024-01-08,Mouse,Peripherals,West,CUST-2511,2,$142.00,Shipped,Frank
ORD-10462-2025-CA,2024-05-02,Gaming Headset,Gaming,South,CUST-3420,3,$145.00,Shipped,Charlie
ORD-10463-2025-TX,2024-07-10,Laptop,Electronics,South,CUST-7300,2,$583.00,Shipped,Frank
ORD-10464-2025-TX,2024-12-20,Router,Electronics,East,CUST-1011,4,$585.00,Shipped,Alice
ORD-10465-2025-TX,2024-09-20,SSD Drive,Gaming,North,CUST-4338,3,$107.00,Shipped,Alice
ORD-10466-2025-TX,2024-05-26,Webcam,Peripherals,South,CUST-7601,2,$144.00,Pending,Alice
ORD-10467-2025-AZ,2025-03-13,SSD Drive,Networking,Central,CUST-3738,2,$103.00,Shipped,Charlie
ORD-10468-2025-TX,2024-12-02,External HDD,Storage,East,CUST-8746,1,$104.00,Pending,Bob
ORD-10469-2025-TX,2025-06-13,SSD Drive,Peripherals,South,CUST-5249,5,$29.00,Cancelled,Bob
ORD-10470-2025-TX,2025-02-10,Laptop,Electronics,Central,CUST-9200,5,"$1,251.00",Cancelled,Frank
ORD-10471-2025-AZ,2024-04-23,Router,Electronics,North,CUST-5056,4,$546.00,Pending,Bob
ORD-10472-2025-TX,2025-05-20,SSD Drive,Storage,North,CUST-8200,1,$126.00,Shipped,David
ORD-10473-2025-AZ,2024-06-22,Monitor,Electronics,South,CUST-1070,4,"$1,045.00",Shipped,Frank
ORD-10474-2025-TX,2024-07-03,Mouse,Peripherals,Central,CUST-8934,5,$146.00,Shipped,Alice
ORD-10475-2025-CA,2024-02-29,Mouse,Peripherals,Central,CUST-6550,3,$37.00,Shipped,Alice
ORD-10476-2025-CA,2024-08-11,Mouse,Peripherals,North,CUST-8437,1,$133.00,Shipped,Alice
ORD-10477-2025-AZ,2025-03-14,Mouse,Peripherals,Central,CUST-1837,2,$150.00,Shipped,Charlie
ORD-10478-2025-CA,2024-06-06,Keyboard,Peripherals,North,CUST-3774,2,$106.00,Cancelled,Frank
ORD-10479-2025-TX,2024-01-02,Router,Electronics,North,CUST-6633,1,$725.00,Cancelled,David
ORD-10480-2025-CA,2024-09-04,Laptop,Electronics,North,CUST-7542,2,$880.00,Cancelled,Frank
ORD-10481-2025-TX,2024-05-22,Monitor,Electronics,West,CUST-8943,2,$584.00,Cancelled,Frank
ORD-10482-2025-TX,2024-12-24,SSD Drive,Peripherals,South,CUST-1659,2,$258.00,Shipped,David
ORD-10483-2025-CA,2024-06-04,Monitor,Electronics,Central,CUST-9855,1,"$1,193.00",Shipped,David
ORD-10484-2025-TX,2024-05-01,Keyboard,Peripherals,North,CUST-8738,2,$60.00,Pending,Bob
ORD-10485-2025-CA,2024-08-29,Monitor,Electronics,West,CUST-6618,5,"$1,278.00",Cancelled,Charlie
ORD-10486-2025-TX,2024-10-21,Webcam,Peripherals,South,CUST-6578,2,$33.00,Pending,Frank
ORD-10487-2025-TX,2024-02-02,Printer,Electronics,Central,CUST-9436,5,$636.00,Pending,Eve
ORD-10488-2025-CA,2024-02-08,Monitor,Electronics,East,CUST-9375,5,"$1,009.00",Shipped,Bob
ORD-10489-2025-TX,2024-11-04,External HDD,Accessories,West,CUST-8041,2,$100.00,Cancelled,Charlie
ORD-10490-2025-CA,2024-01-10,Monitor,Electronics,South,CUST-4932,5,"$1,181.00",Cancelled,Eve
ORD-10491-2025-CA,2024-05-12,Printer,Electronics,South,CUST-9128,2,"$1,292.00",Shipped,Bob
ORD-10492-2025-CA,2025-06-26,Printer,Electronics,South,CUST-8363,3,"$1,270.00",Shipped,Charlie
